Index,Chess Index,Name,Live Value,Min Value,Max Value,Mean Value,StdDev Value,Top1 Core ID,Top1 Strength,Top1 Quality,Top2 Core ID,Top2 Strength,Top2 Quality,Top3 Core ID,Top3 Strength,Top3 Quality,Top4 Core ID,Top4 Strength,Top4 Quality
581,F72,"",0.000,0.000,1.000,0.054,0.223,15,0.139,1.000,31,0.135,1.000,0,0.000,1.000,1,0.000,1.000
582,G72,"",2.610,0.000,7.593,3.250,0.645,0,0.147,1.000,1,0.061,1.000,8,0.048,1.000,2,0.027,1.000
583,H72,"",1.876,0.000,6.464,0.987,1.037,0,0.160,1.000,1,0.071,1.000,2,0.053,1.000,29,0.052,1.000
584,A73,"",0.571,0.000,0.699,0.516,0.021,1,0.153,1.000,20,0.083,1.000,30,0.068,1.000,21,0.062,1.000
585,B73,"",0.491,0.000,0.576,0.474,0.011,1,0.111,1.000,0,0.103,1.000,30,0.080,1.000,27,0.076,1.000
586,C73,"",1.000,0.000,1.000,1.000,0.007,1,0.216,1.000,13,0.194,1.000,0,0.000,1.000,2,0.000,1.000
587,D73,"",1.000,0.000,1.000,1.000,0.007,1,0.216,1.000,13,0.194,1.000,0,0.000,1.000,2,0.000,1.000
588,E73,"",63.125,0.000,64.625,60.519,1.326,1,0.218,1.000,13,0.166,1.000,20,0.131,1.000,21,0.125,1.000
589,F73,"",58.000,0.000,59.375,55.834,1.309,1,0.132,1.000,0,0.130,1.000,27,0.087,1.000,25,0.084,1.000
590,G73,"",4.925,0.000,5.350,5.067,0.142,0,0.137,1.000,1,0.100,1.000,13,0.045,1.000,30,0.027,1.000
591,H73,"",1.800,0.000,5.225,2.751,1.402,0,0.190,1.000,1,0.096,1.000,2,0.067,1.000,27,0.043,1.000
592,A74,"",4.791,0.000,5.319,5.060,0.141,0,0.150,1.000,1,0.099,1.000,13,0.039,1.000,30,0.027,1.000
593,B74,"",3.009,0.000,5.213,2.659,1.229,0,0.182,1.000,1,0.076,1.000,27,0.054,1.000,25,0.050,1.000
594,C74,"",388.000,0.000,1242.500,342.895,44.929,0,0.162,1.000,1,0.063,1.000,8,0.037,1.000,29,0.037,1.000
595,D74,"",2047.000,0.000,2047.000,1495.284,766.472,0,0.188,1.000,1,0.098,1.000,2,0.069,1.000,27,0.038,1.000
596,E74,"",6.000,0.000,77.000,3.048,5.375,1,0.206,1.000,30,0.115,1.000,24,0.000,1.000,23,0.000,1.000
597,F74,"",0.000,0.000,71.000,0.587,2.268,30,0.000,1.000,8,0.000,1.000,0,0.000,1.000,1,0.000,1.000
598,G74,"",0.000,0.000,0.000,0.000,0.000,0,0.000,1.000,1,0.000,1.000,2,0.000,1.000,3,0.000,1.000
599,H74,"",0.000,0.000,0.000,0.000,0.000,0,0.000,1.000,1,0.000,1.000,2,0.000,1.000,3,0.000,1.000
600,A75,"",8.000,0.000,19.000,1.571,2.730,1,0.074,1.000,30,0.044,1.000,15,0.030,1.000,20,0.024,1.000
601,B75,"",0.000,0.000,17.000,0.036,0.424,30,0.035,1.000,26,0.000,1.000,8,0.000,1.000,0,0.000,1.000
602,C75,"",1.001,0.000,1.001,1.001,0.007,1,0.216,1.000,13,0.194,1.000,0,0.000,1.000,2,0.000,1.000
603,D75,"",1.007,0.000,1.007,1.007,0.007,1,0.216,1.000,13,0.194,1.000,0,0.000,1.000,2,0.000,1.000
604,E75,"",5.350,0.000,5.350,5.350,0.037,1,0.216,1.000,13,0.194,1.000,0,0.000,1.000,2,0.000,1.000
605,F75,"",5.350,0.000,5.350,5.350,0.037,1,0.216,1.000,13,0.194,1.000,0,0.000,1.000,2,0.000,1.000
606,G75,"",73.720,0.000,91.676,50.475,14.372,0,0.135,1.000,1,0.123,1.000,2,0.061,1.000,4,0.056,1.000
607,H75,"",76.558,0.000,92.244,52.079,14.192,0,0.126,1.000,1,0.117,1.000,2,0.043,1.000,4,0.042,1.000
